"trx_id","sk_actor","actor_name","sk_customer","customer_name","customer_address","customer_city","customer_country","sk_film","film_title","release_year","film_rating","film_language","film_genre","film_description","sk_rental","staff_fullname","sk_waktu","tahun","kuartal","nama_bulan","tanggal","nama_hari","rental_date","return_date","replacement_cost","rental_duration","rental_rate","amount"
10344,197,Reese West,424,Kyle Spurlock,"1269 Botosani Manor",Shanwei,China,63,Yentl Idaho,2006,Mature,English             ,Family,A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,8960,Jon Stephens,100600030,2011.0,Q1,januari,2011-01-30 00:00:00.000,Minggu,2005-07-30 00:00:00.000,2005-08-06 00:00:00.000,21.99,6,0.99,1.99
10345,198,Mary Keitel,424,Kyle Spurlock,"1269 Botosani Manor",Shanwei,China,758,Youth Kick,2006,Adults Only,English             ,Drama,A Touching Drama of a Teacher And a Cat who must Challenge a Technical Writer in A U-Boat,8995,Jon Stephens,100600030,2011.0,Q1,januari,2011-01-30 00:00:00.000,Minggu,2005-07-30 00:00:00.000,2005-08-01 00:00:00.000,11.99,5,2.99,2.99
10346,176,Jon Chase,424,Kyle Spurlock,"1269 Botosani Manor",Shanwei,China,521,Virtual Spoilers,2006,Adults Only,English             ,Drama,A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia,9466,Mike Hillyer,100600030,2011.0,Q1,januari,2011-01-30 00:00:00.000,Minggu,2005-07-30 00:00:00.000,2005-08-04 00:00:00.000,28.99,7,4.99,4.99
10347,172,Groucho Williams,424,Kyle Spurlock,"1269 Botosani Manor",Shanwei,China,771,Warlock Werewolf,2006,Kids,English             ,Drama,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,9511,Jon Stephens,100600031,2011.0,Q1,januari,2011-01-31 00:00:00.000,Senin,2005-07-31 00:00:00.000,2005-08-07 00:00:00.000,23.99,3,4.99,8.99
10348,181,Matthew Carrey,424,Kyle Spurlock,"1269 Botosani Manor",Shanwei,China,381,Worst Banger,2006,Kids,English             ,Games,A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback,9873,Jon Stephens,100600031,2011.0,Q1,januari,2011-01-31 00:00:00.000,Senin,2005-07-31 00:00:00.000,2005-08-05 00:00:00.000,25.99,7,4.99,4.99
10349,50,Natalie Hopkins,424,Kyle Spurlock,"1269 Botosani Manor",Shanwei,China,327,War Notting,2006,Kids,English             ,Action,A Boring Drama of a Teacher And a Sumo Wrestler who must Challenge a Secret Agent in The Canadian Rockies,10012,Mike Hillyer,100600031,2011.0,Q1,januari,2011-01-31 00:00:00.000,Senin,2005-07-31 00:00:00.000,2005-08-05 00:00:00.000,24.99,3,4.99,6.99
10350,102,Walter Torn,424,Kyle Spurlock,"1269 Botosani Manor",Shanwei,China,205,Wizard Coldblooded,2006,Kids,English             ,Action,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,15089,Mike Hillyer,100400014,2007.0,Q1,januari,2007-01-14 00:00:00.000,Minggu,2006-02-14 00:00:00.000,,22.99,3,0.99,0.99
10351,193,Burt Temple,425,Francis Sikes,"355 Vitria de Santo Anto Way",San Juan Bautista Tuxtepec,Mexico,412,Wars Pluto,2006,Kids,English             ,Documentary,A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert,3273,Jon Stephens,100550021,2010.0,Q1,januari,2010-01-21 00:00:00.000,Kamis,2005-06-21 00:00:00.000,2005-06-29 00:00:00.000,25.99,6,4.99,6.99
10352,185,Michael Bolger,425,Francis Sikes,"355 Vitria de Santo Anto Way",San Juan Bautista Tuxtepec,Mexico,920,Wife Turn,2006,Adults Only,English             ,New,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,10540,Jon Stephens,100650001,2012.0,Q1,januari,2012-01-01 00:00:00.000,Minggu,2005-08-01 00:00:00.000,2005-08-04 00:00:00.000,16.99,3,0.99,0.99
10353,169,Kenneth Hoffman,425,Francis Sikes,"355 Vitria de Santo Anto Way",San Juan Bautista Tuxtepec,Mexico,894,Zhivago Core,2006,Adults Only,English             ,Travel,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,13036,Jon Stephens,100650019,2012.0,Q1,januari,2012-01-19 00:00:00.000,Kamis,2005-08-19 00:00:00.000,2005-08-23 00:00:00.000,23.99,6,0.99,0.99
10354,163,Christopher West,425,Francis Sikes,"355 Vitria de Santo Anto Way",San Juan Bautista Tuxtepec,Mexico,307,Young Language,2006,Kids,English             ,Travel,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,14084,Mike Hillyer,100650020,2012.0,Q1,januari,2012-01-20 00:00:00.000,Jumat,2005-08-20 00:00:00.000,2005-08-27 00:00:00.000,9.99,6,4.99,5.99
10355,158,Vivien Basinger,425,Francis Sikes,"355 Vitria de Santo Anto Way",San Juan Bautista Tuxtepec,Mexico,47,World Leathernecks,2006,Teens,English             ,Foreign,A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park,14876,Jon Stephens,100650022,2012.0,Q1,januari,2012-01-22 00:00:00.000,Minggu,2005-08-22 00:00:00.000,2005-08-26 00:00:00.000,23.99,5,4.99,4.99
10356,178,Lisa Monroe,425,Francis Sikes,"355 Vitria de Santo Anto Way",San Juan Bautista Tuxtepec,Mexico,273,Zorro Ark,2006,Adults Only,English             ,Family,A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery,15059,Jon Stephens,100650022,2012.0,Q1,januari,2012-01-22 00:00:00.000,Minggu,2005-08-22 00:00:00.000,2005-08-28 00:00:00.000,14.99,6,0.99,0.99
10376,160,Chris Depp,426,Bradley Motley,"1596 Acua Parkway",Purnea (Purnia),India,767,Wake Jaws,2006,Kids,English             ,Music,A Beautiful Saga of a Feminist And a Composer who must Challenge a Moose in Berlin,1707,Jon Stephens,100550016,2010.0,Q1,januari,2010-01-16 00:00:00.000,Sabtu,2005-06-16 00:00:00.000,2005-06-24 00:00:00.000,13.99,6,4.99,6.99
10357,187,Renee Ball,425,Francis Sikes,"355 Vitria de Santo Anto Way",San Juan Bautista Tuxtepec,Mexico,25,Wind Phantom,2006,Mature,English             ,New,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,15778,Jon Stephens,100650023,2012.0,Q1,januari,2012-01-23 00:00:00.000,Senin,2005-08-23 00:00:00.000,2005-08-30 00:00:00.000,15.99,3,2.99,6.99
10358,172,Groucho Williams,425,Francis Sikes,"355 Vitria de Santo Anto Way",San Juan Bautista Tuxtepec,Mexico,302,Warlock Werewolf,2006,Kids,English             ,Games,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,16030,Jon Stephens,100650023,2012.0,Q1,januari,2012-01-23 00:00:00.000,Senin,2005-08-23 00:00:00.000,2005-08-25 00:00:00.000,29.99,5,2.99,2.99
10359,138,Lucille Dee,425,Francis Sikes,"355 Vitria de Santo Anto Way",San Juan Bautista Tuxtepec,Mexico,8,Working Microcosmos,2006,Mature,English             ,Horror,A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China,3804,Mike Hillyer,100600006,2011.0,Q1,januari,2011-01-06 00:00:00.000,Kamis,2005-07-06 00:00:00.000,2005-07-10 00:00:00.000,15.99,6,4.99,4.99
10360,164,Humphrey Willis,425,Francis Sikes,"355 Vitria de Santo Anto Way",San Juan Bautista Tuxtepec,Mexico,23,Wonderful Drop,2006,Adults Only,English             ,Animation,A Boring Panorama of a Woman And a Madman who must Overcome a Butler in A U-Boat,4358,Mike Hillyer,100600007,2011.0,Q1,januari,2011-01-07 00:00:00.000,Jumat,2005-07-07 00:00:00.000,2005-07-12 00:00:00.000,9.99,3,0.99,2.99
10361,73,Gary Penn,425,Francis Sikes,"355 Vitria de Santo Anto Way",San Juan Bautista Tuxtepec,Mexico,823,Zhivago Core,2006,Adults Only,English             ,Action,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,4359,Mike Hillyer,100600007,2011.0,Q1,januari,2011-01-07 00:00:00.000,Jumat,2005-07-07 00:00:00.000,2005-07-14 00:00:00.000,21.99,4,2.99,5.99
10362,136,Ed Mansfield,425,Francis Sikes,"355 Vitria de Santo Anto Way",San Juan Bautista Tuxtepec,Mexico,271,Wrong Behavior,2006,Teens,English             ,Action,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,4480,Mike Hillyer,100600008,2011.0,Q1,januari,2011-01-08 00:00:00.000,Sabtu,2005-07-08 00:00:00.000,2005-07-17 00:00:00.000,12.99,5,4.99,8.99
10363,200,Thora Temple,425,Francis Sikes,"355 Vitria de Santo Anto Way",San Juan Bautista Tuxtepec,Mexico,958,Wrong Behavior,2006,Teens,English             ,Drama,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,4656,Jon Stephens,100600008,2011.0,Q1,januari,2011-01-08 00:00:00.000,Sabtu,2005-07-08 00:00:00.000,2005-07-14 00:00:00.000,19.99,6,2.99,2.99
10364,191,Gregory Gooding,425,Francis Sikes,"355 Vitria de Santo Anto Way",San Juan Bautista Tuxtepec,Mexico,775,Wrong Behavior,2006,Teens,English             ,Drama,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,4881,Jon Stephens,100600008,2011.0,Q1,januari,2011-01-08 00:00:00.000,Sabtu,2005-07-08 00:00:00.000,2005-07-15 00:00:00.000,18.99,4,4.99,7.99
10365,151,Geoffrey Heston,425,Francis Sikes,"355 Vitria de Santo Anto Way",San Juan Bautista Tuxtepec,Mexico,703,Working Microcosmos,2006,Mature,English             ,Animation,A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China,4936,Mike Hillyer,100600008,2011.0,Q1,januari,2011-01-08 00:00:00.000,Sabtu,2005-07-08 00:00:00.000,2005-07-17 00:00:00.000,18.99,6,4.99,7.99
10366,129,Daryl Crawford,425,Francis Sikes,"355 Vitria de Santo Anto Way",San Juan Bautista Tuxtepec,Mexico,471,Wasteland Divine,2006,Kids,English             ,Classics,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,5360,Mike Hillyer,100600009,2011.0,Q1,januari,2011-01-09 00:00:00.000,Minggu,2005-07-09 00:00:00.000,2005-07-14 00:00:00.000,23.99,7,2.99,2.99
10367,133,Richard Penn,425,Francis Sikes,"355 Vitria de Santo Anto Way",San Juan Bautista Tuxtepec,Mexico,172,Wagon Jaws,2006,Kids,English             ,Drama,A Intrepid Drama of a Moose And a Boat who must Kill a Explorer in A Manhattan Penthouse,5368,Jon Stephens,100600009,2011.0,Q1,januari,2011-01-09 00:00:00.000,Minggu,2005-07-09 00:00:00.000,2005-07-14 00:00:00.000,12.99,7,4.99,4.99
10368,107,Gina Degeneres,425,Francis Sikes,"355 Vitria de Santo Anto Way",San Juan Bautista Tuxtepec,Mexico,445,Window Side,2006,Mature,English             ,Classics,A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery,6315,Mike Hillyer,100600011,2011.0,Q1,januari,2011-01-11 00:00:00.000,Selasa,2005-07-11 00:00:00.000,2005-07-12 00:00:00.000,11.99,5,2.99,2.99
10369,199,Julia Fawcett,425,Francis Sikes,"355 Vitria de Santo Anto Way",San Juan Bautista Tuxtepec,Mexico,784,Wait Cider,2006,Teens,English             ,Travel,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,6599,Jon Stephens,100600012,2011.0,Q1,januari,2011-01-12 00:00:00.000,Rabu,2005-07-12 00:00:00.000,2005-07-16 00:00:00.000,20.99,7,2.99,2.99
10370,158,Vivien Basinger,425,Francis Sikes,"355 Vitria de Santo Anto Way",San Juan Bautista Tuxtepec,Mexico,532,World Leathernecks,2006,Teens,English             ,Sports,A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park,7245,Jon Stephens,100600027,2011.0,Q1,januari,2011-01-27 00:00:00.000,Kamis,2005-07-27 00:00:00.000,2005-07-28 00:00:00.000,28.99,5,4.99,4.99
10371,108,Warren Nolte,425,Francis Sikes,"355 Vitria de Santo Anto Way",San Juan Bautista Tuxtepec,Mexico,741,Wedding Apollo,2006,Kids,English             ,Music,A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft,8970,Mike Hillyer,100600030,2011.0,Q1,januari,2011-01-30 00:00:00.000,Minggu,2005-07-30 00:00:00.000,2005-08-04 00:00:00.000,28.99,7,0.99,0.99
10372,179,Ed Guiness,425,Francis Sikes,"355 Vitria de Santo Anto Way",San Juan Bautista Tuxtepec,Mexico,931,Wind Phantom,2006,Mature,English             ,Travel,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,9166,Mike Hillyer,100600030,2011.0,Q1,januari,2011-01-30 00:00:00.000,Minggu,2005-07-30 00:00:00.000,2005-08-05 00:00:00.000,9.99,7,0.99,0.99
10373,137,Morgan Williams,425,Francis Sikes,"355 Vitria de Santo Anto Way",San Juan Bautista Tuxtepec,Mexico,530,Tuxedo Mile,2006,Mature,English             ,Action,A Boring Drama of a Man And a Forensic Psychologist who must Face a Frisbee in Ancient India,9677,Mike Hillyer,100600031,2011.0,Q1,januari,2011-01-31 00:00:00.000,Senin,2005-07-31 00:00:00.000,2005-08-04 00:00:00.000,27.99,5,2.99,2.99
10374,184,Humphrey Garland,425,Francis Sikes,"355 Vitria de Santo Anto Way",San Juan Bautista Tuxtepec,Mexico,650,Wonderland Christmas,2006,Kids,English             ,Documentary,A Awe-Inspiring Character Study of a Waitress And a Car who must Pursue a Mad Scientist in The First Manned Space Station,10116,Mike Hillyer,100600031,2011.0,Q1,januari,2011-01-31 00:00:00.000,Senin,2005-07-31 00:00:00.000,2005-08-03 00:00:00.000,27.99,3,0.99,0.99
10375,187,Renee Ball,425,Francis Sikes,"355 Vitria de Santo Anto Way",San Juan Bautista Tuxtepec,Mexico,617,Wind Phantom,2006,Mature,English             ,Family,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,10158,Jon Stephens,100600031,2011.0,Q1,januari,2011-01-31 00:00:00.000,Senin,2005-07-31 00:00:00.000,2005-08-01 00:00:00.000,24.99,4,0.99,0.99
10377,188,Rock Dukakis,426,Bradley Motley,"1596 Acua Parkway",Purnea (Purnia),India,322,Working Microcosmos,2006,Mature,English             ,Sports,A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China,1840,Mike Hillyer,100550016,2010.0,Q1,januari,2010-01-16 00:00:00.000,Sabtu,2005-06-16 00:00:00.000,2005-06-26 00:00:00.000,29.99,5,2.99,7.99
10378,176,Jon Chase,426,Bradley Motley,"1596 Acua Parkway",Purnea (Purnia),India,252,Virtual Spoilers,2006,Adults Only,English             ,Action,A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia,2202,Mike Hillyer,100550018,2010.0,Q1,januari,2010-01-18 00:00:00.000,Senin,2005-06-18 00:00:00.000,2005-06-24 00:00:00.000,18.99,6,2.99,2.99
10379,162,Oprah Kilmer,426,Bradley Motley,"1596 Acua Parkway",Purnea (Purnia),India,18,Werewolf Lola,2006,Kids,English             ,Animation,A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery,2801,Jon Stephens,100550019,2010.0,Q1,januari,2010-01-19 00:00:00.000,Selasa,2005-06-19 00:00:00.000,2005-06-25 00:00:00.000,27.99,6,0.99,0.99
10380,196,Bela Walken,426,Bradley Motley,"1596 Acua Parkway",Purnea (Purnia),India,560,Whisperer Giant,2006,Teens,English             ,Games,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,3240,Mike Hillyer,100550021,2010.0,Q1,januari,2010-01-21 00:00:00.000,Kamis,2005-06-21 00:00:00.000,2005-06-25 00:00:00.000,21.99,6,0.99,0.99
10381,168,Will Wilson,426,Bradley Motley,"1596 Acua Parkway",Purnea (Purnia),India,652,Warlock Werewolf,2006,Kids,English             ,Classics,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,10500,Jon Stephens,100650001,2012.0,Q1,januari,2012-01-01 00:00:00.000,Minggu,2005-08-01 00:00:00.000,2005-08-05 00:00:00.000,14.99,3,0.99,1.99
10382,132,Adam Hopper,426,Bradley Motley,"1596 Acua Parkway",Purnea (Purnia),India,586,Words Hunter,2006,Kids,English             ,Action,A Action-Packed Reflection of a Composer And a Mad Scientist who must Face a Pioneer in A MySQL Convention,11232,Jon Stephens,100650002,2012.0,Q1,januari,2012-01-02 00:00:00.000,Senin,2005-08-02 00:00:00.000,2005-08-05 00:00:00.000,27.99,4,0.99,0.99
10383,181,Matthew Carrey,426,Bradley Motley,"1596 Acua Parkway",Purnea (Purnia),India,868,Worst Banger,2006,Kids,English             ,Travel,A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback,11873,Mike Hillyer,100650017,2012.0,Q1,januari,2012-01-17 00:00:00.000,Selasa,2005-08-17 00:00:00.000,2005-08-20 00:00:00.000,27.99,5,0.99,0.99
10384,167,Laurence Bullock,426,Bradley Motley,"1596 Acua Parkway",Purnea (Purnia),India,856,Unfaithful Kill,2006,Mature,English             ,Horror,A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans,11935,Mike Hillyer,100650017,2012.0,Q1,januari,2012-01-17 00:00:00.000,Selasa,2005-08-17 00:00:00.000,2005-08-24 00:00:00.000,11.99,5,4.99,6.99
10385,197,Reese West,426,Bradley Motley,"1596 Acua Parkway",Purnea (Purnia),India,164,Yentl Idaho,2006,Mature,English             ,Documentary,A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,12544,Mike Hillyer,100650018,2012.0,Q1,januari,2012-01-18 00:00:00.000,Rabu,2005-08-18 00:00:00.000,2005-08-27 00:00:00.000,20.99,4,0.99,5.99
10386,159,Laura Brody,426,Bradley Motley,"1596 Acua Parkway",Purnea (Purnia),India,344,Wisdom Worker,2006,Mature,English             ,Children,A Unbelieveable Saga of a Forensic Psychologist And a Student who must Face a Squirrel in The First Manned Space Station,12703,Jon Stephens,100650018,2012.0,Q1,januari,2012-01-18 00:00:00.000,Rabu,2005-08-18 00:00:00.000,2005-08-25 00:00:00.000,28.99,3,0.99,4.99
10387,168,Will Wilson,426,Bradley Motley,"1596 Acua Parkway",Purnea (Purnia),India,92,Warlock Werewolf,2006,Kids,English             ,Horror,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,12818,Mike Hillyer,100650019,2012.0,Q1,januari,2012-01-19 00:00:00.000,Kamis,2005-08-19 00:00:00.000,2005-08-20 00:00:00.000,19.99,7,4.99,4.99
10388,179,Ed Guiness,426,Bradley Motley,"1596 Acua Parkway",Purnea (Purnia),India,193,Wind Phantom,2006,Mature,English             ,Animation,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,13829,Mike Hillyer,100650020,2012.0,Q1,januari,2012-01-20 00:00:00.000,Jumat,2005-08-20 00:00:00.000,2005-08-22 00:00:00.000,20.99,5,2.99,2.99
10389,152,Ben Harris,426,Bradley Motley,"1596 Acua Parkway",Purnea (Purnia),India,611,Werewolf Lola,2006,Kids,English             ,Classics,A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery,14146,Mike Hillyer,100650021,2012.0,Q1,januari,2012-01-21 00:00:00.000,Sabtu,2005-08-21 00:00:00.000,2005-08-30 00:00:00.000,17.99,7,4.99,6.99
10390,159,Laura Brody,426,Bradley Motley,"1596 Acua Parkway",Purnea (Purnia),India,876,Wisdom Worker,2006,Mature,English             ,Horror,A Unbelieveable Saga of a Forensic Psychologist And a Student who must Face a Squirrel in The First Manned Space Station,14821,Jon Stephens,100650022,2012.0,Q1,januari,2012-01-22 00:00:00.000,Minggu,2005-08-22 00:00:00.000,2005-08-23 00:00:00.000,11.99,3,2.99,2.99
10391,169,Kenneth Hoffman,426,Bradley Motley,"1596 Acua Parkway",Purnea (Purnia),India,894,Zhivago Core,2006,Adults Only,English             ,Travel,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,4111,Mike Hillyer,100600007,2011.0,Q1,januari,2011-01-07 00:00:00.000,Jumat,2005-07-07 00:00:00.000,2005-07-15 00:00:00.000,23.99,6,0.99,2.99
10392,127,Kevin Garland,426,Bradley Motley,"1596 Acua Parkway",Purnea (Purnia),India,791,Westward Seabiscuit,2006,Adults Only,English             ,Documentary,A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China,4395,Mike Hillyer,100600007,2011.0,Q1,januari,2011-01-07 00:00:00.000,Jumat,2005-07-07 00:00:00.000,2005-07-10 00:00:00.000,24.99,3,4.99,4.99
10393,177,Gene Mckellen,426,Bradley Motley,"1596 Acua Parkway",Purnea (Purnia),India,764,Wanda Chamber,2006,Teens,English             ,Sports,A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback,4897,Jon Stephens,100600008,2011.0,Q1,januari,2011-01-08 00:00:00.000,Sabtu,2005-07-08 00:00:00.000,2005-07-09 00:00:00.000,28.99,3,4.99,4.99
10394,134,Gene Hopkins,426,Bradley Motley,"1596 Acua Parkway",Purnea (Purnia),India,936,Vanishing Rocky,2006,Adults Only,English             ,Music,A Brilliant Reflection of a Man And a Woman who must Conquer a Pioneer in A MySQL Convention,5722,Jon Stephens,100600010,2011.0,Q1,januari,2011-01-10 00:00:00.000,Senin,2005-07-10 00:00:00.000,2005-07-14 00:00:00.000,21.99,3,2.99,3.99
10395,160,Chris Depp,426,Bradley Motley,"1596 Acua Parkway",Purnea (Purnia),India,755,Wake Jaws,2006,Kids,English             ,Children,A Beautiful Saga of a Feminist And a Composer who must Challenge a Moose in Berlin,7491,Mike Hillyer,100600027,2011.0,Q1,januari,2011-01-27 00:00:00.000,Kamis,2005-07-27 00:00:00.000,2005-07-30 00:00:00.000,11.99,5,4.99,4.99
10396,84,James Pitt,426,Bradley Motley,"1596 Acua Parkway",Purnea (Purnia),India,460,Young Language,2006,Kids,English             ,Foreign,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,7523,Mike Hillyer,100600027,2011.0,Q1,januari,2011-01-27 00:00:00.000,Kamis,2005-07-27 00:00:00.000,2005-08-05 00:00:00.000,26.99,3,4.99,10.99
10397,175,William Hackman,426,Bradley Motley,"1596 Acua Parkway",Purnea (Purnia),India,591,Zhivago Core,2006,Adults Only,English             ,Games,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,7707,Jon Stephens,100600028,2011.0,Q1,januari,2011-01-28 00:00:00.000,Jumat,2005-07-28 00:00:00.000,2005-07-29 00:00:00.000,20.99,6,4.99,4.99
10398,192,John Suvari,426,Bradley Motley,"1596 Acua Parkway",Purnea (Purnia),India,622,Song Hedwig,2006,Teens,English             ,Documentary,A Amazing Documentary of a Man And a Husband who must Confront a Squirrel in A MySQL Convention,7785,Mike Hillyer,100600028,2011.0,Q1,januari,2011-01-28 00:00:00.000,Jumat,2005-07-28 00:00:00.000,2005-08-06 00:00:00.000,25.99,4,0.99,5.99
10399,99,Jim Mostel,426,Bradley Motley,"1596 Acua Parkway",Purnea (Purnia),India,490,Women Dorado,2006,Mature,English             ,New,A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia,9181,Mike Hillyer,100600030,2011.0,Q1,januari,2011-01-30 00:00:00.000,Minggu,2005-07-30 00:00:00.000,2005-08-06 00:00:00.000,13.99,4,2.99,5.99
10400,145,Kim Allen,426,Bradley Motley,"1596 Acua Parkway",Purnea (Purnia),India,893,Wait Cider,2006,Teens,English             ,Sci-Fi,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,9243,Jon Stephens,100600030,2011.0,Q1,januari,2011-01-30 00:00:00.000,Minggu,2005-07-30 00:00:00.000,2005-08-02 00:00:00.000,11.99,4,4.99,4.99
10401,191,Gregory Gooding,426,Bradley Motley,"1596 Acua Parkway",Purnea (Purnia),India,551,Wrong Behavior,2006,Teens,English             ,New,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,10167,Mike Hillyer,100600031,2011.0,Q1,januari,2011-01-31 00:00:00.000,Senin,2005-07-31 00:00:00.000,2005-08-09 00:00:00.000,9.99,3,4.99,10.99
10402,162,Oprah Kilmer,427,Jesus Mccartney,"259 Ipoh Drive",Guaruj,Brazil,968,Werewolf Lola,2006,Kids,English             ,Action,A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery,1340,Mike Hillyer,100550015,2010.0,Q1,januari,2010-01-15 00:00:00.000,Jumat,2005-06-15 00:00:00.000,2005-06-22 00:00:00.000,19.99,6,4.99,5.99
10403,175,William Hackman,427,Jesus Mccartney,"259 Ipoh Drive",Guaruj,Brazil,191,Zhivago Core,2006,Adults Only,English             ,Children,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,1626,Mike Hillyer,100550016,2010.0,Q1,januari,2010-01-16 00:00:00.000,Sabtu,2005-06-16 00:00:00.000,2005-06-25 00:00:00.000,27.99,6,0.99,3.99
10404,129,Daryl Crawford,427,Jesus Mccartney,"259 Ipoh Drive",Guaruj,Brazil,101,Wasteland Divine,2006,Kids,English             ,Documentary,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,1646,Jon Stephens,100550016,2010.0,Q1,januari,2010-01-16 00:00:00.000,Sabtu,2005-06-16 00:00:00.000,2005-06-24 00:00:00.000,26.99,3,0.99,5.99
10405,188,Rock Dukakis,427,Jesus Mccartney,"259 Ipoh Drive",Guaruj,Brazil,925,Working Microcosmos,2006,Mature,English             ,Documentary,A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China,1855,Mike Hillyer,100550017,2010.0,Q1,januari,2010-01-17 00:00:00.000,Minggu,2005-06-17 00:00:00.000,2005-06-21 00:00:00.000,27.99,3,0.99,1.99
10406,170,Mena Hopper,427,Jesus Mccartney,"259 Ipoh Drive",Guaruj,Brazil,299,Young Language,2006,Kids,English             ,Travel,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,2463,Mike Hillyer,100550018,2010.0,Q1,januari,2010-01-18 00:00:00.000,Senin,2005-06-18 00:00:00.000,2005-06-20 00:00:00.000,9.99,4,0.99,0.99
10407,168,Will Wilson,427,Jesus Mccartney,"259 Ipoh Drive",Guaruj,Brazil,804,Warlock Werewolf,2006,Kids,English             ,Horror,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,10412,Jon Stephens,100650001,2012.0,Q1,januari,2012-01-01 00:00:00.000,Minggu,2005-08-01 00:00:00.000,2005-08-02 00:00:00.000,13.99,7,4.99,4.99
10408,188,Rock Dukakis,427,Jesus Mccartney,"259 Ipoh Drive",Guaruj,Brazil,102,Working Microcosmos,2006,Mature,English             ,Sports,A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China,10459,Mike Hillyer,100650001,2012.0,Q1,januari,2012-01-01 00:00:00.000,Minggu,2005-08-01 00:00:00.000,2005-08-06 00:00:00.000,20.99,4,4.99,5.99
